account_id,name,account_type,bank,opened_days_ago,kyc_level,owner_entity
ACC00647,Anjali Patel,PERSONAL,BANK_A,1923,MEDIUM,ENT00442
ACC00648,Vikram Bhatt,PERSONAL,BANK_A,527,MEDIUM,ENT00443
ACC00649,Iyengar Pharma,BUSINESS,BANK_B,934,MEDIUM,ENT00444
ACC00650,Manpreet Iyer,PERSONAL,BANK_B,432,MEDIUM,ENT00445
ACC00651,Deepa Gill,PERSONAL,BANK_B,1113,MEDIUM,ENT00446
ACC00652,Anil Kaur,PERSONAL,BANK_A,2134,MEDIUM,ENT00447
ACC00653,Kaur Agro Industries,BUSINESS,BANK_B,2890,MEDIUM,ENT00447
ACC00654,Sunil Malhotra,PERSONAL,BANK_A,459,LOW,ENT00448
ACC00655,Harish Kapoor,PERSONAL,BANK_B,2521,MEDIUM,ENT00449
ACC00656,Vandana Banerjee,PERSONAL,BANK_A,696,MEDIUM,ENT00450
ACC00657,Vijay Kaur,PERSONAL,BANK_A,2384,MEDIUM,ENT00451
ACC00658,Bhatt Agro Industries,BUSINESS,BANK_B,1477,MEDIUM,ENT00452
ACC00659,Susan Pillai & Sons,PERSONAL,BANK_B,761,MEDIUM,ENT00453
ACC00660,Pillai & Sons Agro Industries,BUSINESS,BANK_B,2042,MEDIUM,ENT00453
ACC00661,Pillai & Sons Hardware,BUSINESS,BANK_B,2688,MEDIUM,ENT00453
ACC00662,Vinod Singh,PERSONAL,BANK_A,1047,MEDIUM,ENT00454
ACC00663,Srinivas Gill,PERSONAL,BANK_A,2291,HIGH,ENT00455
ACC00664,Irfan Saxena,PERSONAL,BANK_B,575,MEDIUM,ENT00456
ACC00665,Shobha Chatterjee,PERSONAL,BANK_B,525,MEDIUM,ENT00457
ACC00666,Faisal Trivedi,PERSONAL,BANK_B,2093,HIGH,ENT00458
ACC00667,Trivedi Traders,BUSINESS,BANK_B,2860,HIGH,ENT00458
ACC00668,Vandana Ansari,PERSONAL,BANK_A,726,MEDIUM,ENT00459
ACC00669,Balaji Chatterjee,PERSONAL,BANK_B,2060,MEDIUM,ENT00460
ACC00670,Chatterjee Foods,BUSINESS,BANK_A,2038,MEDIUM,ENT00460
ACC00671,Ajay Qureshi,PERSONAL,BANK_A,2620,MEDIUM,ENT00461
ACC00672,Harleen Khan,PERSONAL,BANK_B,1382,LOW,ENT00462
ACC00673,Amit Kapoor,PERSONAL,BANK_B,1278,MEDIUM,ENT00463
ACC00674,Kapoor Fashions,BUSINESS,BANK_B,2067,MEDIUM,ENT00463
ACC00675,Padma Dhillon,PERSONAL,BANK_B,791,MEDIUM,ENT00464
ACC00676,Thomas Mukherjee,PERSONAL,BANK_B,3261,MEDIUM,ENT00465
ACC00677,Mukherjee Exports,BUSINESS,BANK_A,2961,LOW,ENT00465
ACC00678,Manoj Sharma,PERSONAL,BANK_B,2737,MEDIUM,ENT00466
ACC00679,Gaurav Pandey,PERSONAL,BANK_A,2256,MEDIUM,ENT00467
ACC00680,Pandey Infotech,BUSINESS,BANK_B,2255,MEDIUM,ENT00467
ACC00681,Gaurav Pillai,PERSONAL,BANK_B,2127,HIGH,ENT00468
ACC00682,Preethi Chatterjee,PERSONAL,BANK_B,2830,MEDIUM,ENT00469
ACC00683,Usha Kapoor,PERSONAL,BANK_A,3021,MEDIUM,ENT00470
ACC00684,Kapoor Infotech,BUSINESS,BANK_A,1406,HIGH,ENT00470
ACC00685,Das Hardware,BUSINESS,BANK_A,3095,MEDIUM,ENT00471
ACC00686,Anjali Dubey,PERSONAL,BANK_B,1506,MEDIUM,ENT00472
ACC00687,Dubey Overseas,BUSINESS,BANK_B,652,MEDIUM,ENT00472
ACC00688,Ayesha Sengupta,PERSONAL,BANK_A,221,MEDIUM,ENT00473
ACC00689,Venkatesh Iyer,PERSONAL,BANK_A,1822,HIGH,ENT00474
ACC00690,Joseph Kaur,PERSONAL,BANK_A,932,MEDIUM,ENT00475
ACC00691,Sunil Kapoor,PERSONAL,BANK_B,1894,MEDIUM,ENT00476
ACC00692,Arun Sengupta,PERSONAL,BANK_A,988,HIGH,ENT00477
ACC00693,Bhavana Ansari,PERSONAL,BANK_B,1598,LOW,ENT00478
ACC00694,Srinivas Chauhan,PERSONAL,BANK_A,1844,HIGH,ENT00479
ACC00695,Divya Ahmed,PERSONAL,BANK_A,1831,MEDIUM,ENT00480
ACC00696,Manpreet Brar,PERSONAL,BANK_A,2614,MEDIUM,ENT00481
ACC00697,Brar Pharma,BUSINESS,BANK_A,1732,MEDIUM,ENT00481
ACC00698,Lakshmi Khan,PERSONAL,BANK_B,421,HIGH,ENT00482
ACC00699,Harpreet Malhotra,PERSONAL,BANK_B,1588,HIGH,ENT00483
ACC00700,Malhotra Textiles,BUSINESS,BANK_A,411,LOW,ENT00483
ACC00701,Sabiha Saxena,PERSONAL,BANK_A,1097,MEDIUM,ENT00484
ACC00702,Sanjay Ahmed,PERSONAL,BANK_B,431,MEDIUM,ENT00485
ACC00703,Jaspreet Sengupta,PERSONAL,BANK_A,1717,MEDIUM,ENT00486
ACC00704,Sengupta Distributors,BUSINESS,BANK_B,2753,HIGH,ENT00486
ACC00705,Sengupta Motors,BUSINESS,BANK_A,2532,HIGH,ENT00486
ACC00706,Gurpreet Nair,PERSONAL,BANK_B,714,MEDIUM,ENT00487
ACC00707,Venkatesh Agarwal,PERSONAL,BANK_B,1875,MEDIUM,ENT00488
ACC00708,Priya Malik,PERSONAL,BANK_A,1456,MEDIUM,ENT00489
ACC00709,Balaji Agarwal,PERSONAL,BANK_B,1977,LOW,ENT00490
ACC00710,Muthu Mishra,PERSONAL,BANK_B,655,LOW,ENT00491
ACC00711,Vijay Sharma,PERSONAL,BANK_B,1951,LOW,ENT00492
ACC00712,Ajay Malik,PERSONAL,BANK_B,1987,MEDIUM,ENT00493
ACC00713,Nitin Gupta,PERSONAL,BANK_A,900,MEDIUM,ENT00494
ACC00714,Kritika Khan,PERSONAL,BANK_B,647,MEDIUM,ENT00495
ACC00715,Suresh Jain,PERSONAL,BANK_A,3187,LOW,ENT00496
ACC00716,Jain Logistics,BUSINESS,BANK_B,1180,MEDIUM,ENT00496
ACC00717,Jain Traders,BUSINESS,BANK_A,1526,MEDIUM,ENT00496
ACC00718,Pooja Ghosh,PERSONAL,BANK_B,523,MEDIUM,ENT00497
ACC00719,Ghosh Pharma,BUSINESS,BANK_B,2587,MEDIUM,ENT00497
ACC00720,Ghosh Infotech,BUSINESS,BANK_B,2813,MEDIUM,ENT00497
ACC00721,Manisha Agarwal,PERSONAL,BANK_A,1737,LOW,ENT00498
ACC00722,Agarwal Traders,BUSINESS,BANK_A,3433,MEDIUM,ENT00498
ACC00723,Bhavana Malhotra,PERSONAL,BANK_B,1043,MEDIUM,ENT00499
ACC00724,Malhotra Pharma,BUSINESS,BANK_B,1886,HIGH,ENT00499
ACC00725,Karthik Chauhan,PERSONAL,BANK_A,1341,MEDIUM,ENT00500
ACC00726,Padma Iyer,PERSONAL,BANK_B,2208,MEDIUM,ENT00501
ACC00727,Iyer Pharma,BUSINESS,BANK_A,3500,MEDIUM,ENT00501
ACC00728,George Brar,PERSONAL,BANK_B,441,LOW,ENT00502
ACC00729,Nitin Iyer,PERSONAL,BANK_A,404,MEDIUM,ENT00503
ACC00730,Iyer Retail,BUSINESS,BANK_A,351,HIGH,ENT00503
ACC00731,Gurpreet Naidu,PERSONAL,BANK_A,453,HIGH,ENT00504
ACC00732,Kiran Tiwari,PERSONAL,BANK_A,2196,MEDIUM,ENT00505
ACC00733,Anjali Varghese,PERSONAL,BANK_A,1605,MEDIUM,ENT00506
ACC00734,Varghese Traders,BUSINESS,BANK_A,495,MEDIUM,ENT00506
ACC00735,Anil Nair,PERSONAL,BANK_B,827,MEDIUM,ENT00507
ACC00736,Nair Logistics,BUSINESS,BANK_A,747,MEDIUM,ENT00507
ACC00737,Balaji Reddy,PERSONAL,BANK_A,79,LOW,ENT00508
ACC00738,Reddy Traders,BUSINESS,BANK_A,1857,HIGH,ENT00508
ACC00739,Kavita Kumar,PERSONAL,BANK_B,3085,HIGH,ENT00509
ACC00740,Priya Pillai,PERSONAL,BANK_B,3634,MEDIUM,ENT00510
ACC00741,Thomas Sidhu,PERSONAL,BANK_A,2554,LOW,ENT00511
ACC00742,Ravi Pillai,PERSONAL,BANK_B,233,LOW,ENT00512
ACC00743,Pillai Logistics,BUSINESS,BANK_A,2621,MEDIUM,ENT00512
ACC00744,Pillai Retail,BUSINESS,BANK_B,1562,MEDIUM,ENT00512
ACC00745,Meena Nair,PERSONAL,BANK_B,3170,MEDIUM,ENT00513
ACC00746,Nair Foods,BUSINESS,BANK_A,3221,MEDIUM,ENT00513
ACC00747,Nair Infotech,BUSINESS,BANK_A,1257,MEDIUM,ENT00513
ACC00748,Muthu Das,PERSONAL,BANK_A,853,MEDIUM,ENT00514
ACC00749,Kalpana Gupta,PERSONAL,BANK_B,617,HIGH,ENT00515
ACC00750,Susan Tiwari,PERSONAL,BANK_B,2249,LOW,ENT00516
ACC00751,Karthik Nair,PERSONAL,BANK_B,475,MEDIUM,ENT00517
ACC00752,Sheikh Traders,BUSINESS,BANK_B,1336,HIGH,ENT00518
ACC00753,Deepak Tiwari,PERSONAL,BANK_A,3210,MEDIUM,ENT00519
ACC00754,Sandeep Iyengar,PERSONAL,BANK_A,1846,MEDIUM,ENT00520
ACC00755,Sandeep Ghosh,PERSONAL,BANK_B,1008,MEDIUM,ENT00521
ACC00756,Ravi Pandey,PERSONAL,BANK_A,1501,MEDIUM,ENT00522
ACC00757,Gurpreet Iyer,PERSONAL,BANK_B,3635,MEDIUM,ENT00523
ACC00758,Iyer Textiles,BUSINESS,BANK_B,1122,MEDIUM,ENT00523
ACC00759,Vasantha Jain,PERSONAL,BANK_A,3625,MEDIUM,ENT00524
ACC00760,Deepa Dubey,PERSONAL,BANK_B,3460,MEDIUM,ENT00525
ACC00761,Dubey Textiles,BUSINESS,BANK_B,3048,MEDIUM,ENT00525
ACC00762,Das Electronics,BUSINESS,BANK_A,2627,MEDIUM,ENT00526
ACC00763,Harpreet Verma,PERSONAL,BANK_A,1148,MEDIUM,ENT00527
ACC00764,Thomas Pillai,PERSONAL,BANK_B,867,MEDIUM,ENT00528
ACC00765,Pillai Distributors,BUSINESS,BANK_B,2446,MEDIUM,ENT00528
ACC00766,Simran Dubey,PERSONAL,BANK_A,621,HIGH,ENT00529
ACC00767,Balaji Das,PERSONAL,BANK_B,2095,MEDIUM,ENT00530
ACC00768,Shobha Ansari,PERSONAL,BANK_B,1592,MEDIUM,ENT00531
ACC00769,Simran Desai,PERSONAL,BANK_B,614,MEDIUM,ENT00532
ACC00770,Gurpreet Joshi,PERSONAL,BANK_A,1537,HIGH,ENT00533
ACC00771,Joshi Fashions,BUSINESS,BANK_A,2105,MEDIUM,ENT00533
ACC00772,Zeenat Varghese,PERSONAL,BANK_A,78,MEDIUM,ENT00534
ACC00773,Usha Yadav,PERSONAL,BANK_A,282,MEDIUM,ENT00535
ACC00774,Yadav Motors,BUSINESS,BANK_A,867,HIGH,ENT00535
ACC00775,Rajwinder Bhatt,PERSONAL,BANK_A,3286,MEDIUM,ENT00536
ACC00776,Manpreet Shah,PERSONAL,BANK_A,1630,MEDIUM,ENT00537
ACC00777,Shah Exports,BUSINESS,BANK_A,1211,MEDIUM,ENT00537
ACC00778,Qureshi Enterprises,BUSINESS,BANK_A,2092,MEDIUM,ENT00538
ACC00779,Anjali Varghese,PERSONAL,BANK_A,673,MEDIUM,ENT00539
ACC00780,Varghese Pharma,BUSINESS,BANK_B,1469,MEDIUM,ENT00539
ACC00781,Varghese Electronics,BUSINESS,BANK_B,1563,MEDIUM,ENT00539
ACC00782,Naveen Pillai,PERSONAL,BANK_B,2839,HIGH,ENT00540
ACC00783,Meena Kumar,PERSONAL,BANK_B,1539,MEDIUM,ENT00541
ACC00784,Rajwinder Nair,PERSONAL,BANK_B,2655,MEDIUM,ENT00542
ACC00785,George Menon,PERSONAL,BANK_A,1033,MEDIUM,ENT00543
ACC00786,Menon Motors,BUSINESS,BANK_B,1895,HIGH,ENT00543
ACC00787,Padma Varghese,PERSONAL,BANK_A,1449,LOW,ENT00544
ACC00788,Shobha Brar,PERSONAL,BANK_A,320,MEDIUM,ENT00545
ACC00789,Bose Fashions,BUSINESS,BANK_A,845,MEDIUM,ENT00546
ACC00790,Susan Qureshi,PERSONAL,BANK_A,2076,MEDIUM,ENT00547
ACC00791,Usha Malik,PERSONAL,BANK_B,3321,LOW,ENT00548
ACC00792,Usha Mishra,PERSONAL,BANK_A,78,HIGH,ENT00549
ACC00793,Sabiha Kumar,PERSONAL,BANK_A,2800,MEDIUM,ENT00550
ACC00794,Kumar Textiles,BUSINESS,BANK_B,1082,MEDIUM,ENT00550
ACC00795,Shah Constructions,BUSINESS,BANK_A,1250,MEDIUM,ENT00551
ACC00796,Anita Joshi,PERSONAL,BANK_A,155,MEDIUM,ENT00552
ACC00797,Joshi Pharma,BUSINESS,BANK_B,2896,MEDIUM,ENT00552
ACC00798,Kritika Agarwal,PERSONAL,BANK_B,1185,HIGH,ENT00553
ACC00799,Sunil Patel,PERSONAL,BANK_B,2382,HIGH,ENT00554
ACC00800,Patel Enterprises,BUSINESS,BANK_A,3469,MEDIUM,ENT00554
ACC00801,Patel Retail,BUSINESS,BANK_A,1200,MEDIUM,ENT00554
ACC00802,Qureshi Pharma,BUSINESS,BANK_A,2720,MEDIUM,ENT00555
ACC00803,Banerjee Foods,BUSINESS,BANK_B,2827,MEDIUM,ENT00556
ACC00804,Ayesha Ahmed,PERSONAL,BANK_B,981,LOW,ENT00557
ACC00805,Ahmed Distributors,BUSINESS,BANK_B,3308,MEDIUM,ENT00557
ACC00806,Dinesh Gill,PERSONAL,BANK_B,3356,MEDIUM,ENT00558
ACC00807,Gill Textiles,BUSINESS,BANK_A,1943,MEDIUM,ENT00558
ACC00808,Qureshi Agro Industries,BUSINESS,BANK_B,1010,LOW,ENT00559
ACC00809,Sunil Mishra,PERSONAL,BANK_B,320,HIGH,ENT00560
ACC00810,Manpreet Banerjee,PERSONAL,BANK_A,2509,MEDIUM,ENT00561
ACC00811,Mary Iyengar,PERSONAL,BANK_B,3404,MEDIUM,ENT00562
ACC00812,Iyengar Constructions,BUSINESS,BANK_B,1099,MEDIUM,ENT00562
ACC00813,Dhillon Textiles,BUSINESS,BANK_A,3611,LOW,ENT00563
ACC00814,Khan Traders,BUSINESS,BANK_A,2960,LOW,ENT00564
ACC00815,Priya Pandey,PERSONAL,BANK_A,464,MEDIUM,ENT00565
ACC00816,Lakshmi Patel,PERSONAL,BANK_B,587,HIGH,ENT00566
ACC00817,Ravi Iyer,PERSONAL,BANK_B,1528,HIGH,ENT00567
ACC00818,Iyer Constructions,BUSINESS,BANK_B,365,HIGH,ENT00567
ACC00819,Rohit Bhatt,PERSONAL,BANK_B,2519,MEDIUM,ENT00568
ACC00820,Bhatt Hardware,BUSINESS,BANK_B,3508,MEDIUM,ENT00568
ACC00821,Simran Gupta,PERSONAL,BANK_A,3142,MEDIUM,ENT00569
ACC00822,Gupta Exports,BUSINESS,BANK_A,2740,MEDIUM,ENT00569
ACC00823,Ghosh Electronics,BUSINESS,BANK_A,1996,MEDIUM,ENT00570
ACC00824,Vikram Jain,PERSONAL,BANK_B,2137,HIGH,ENT00571
ACC00825,Jain Fashions,BUSINESS,BANK_A,2574,HIGH,ENT00571
ACC00826,Rajwinder Shah,PERSONAL,BANK_B,511,HIGH,ENT00572
ACC00827,Shah Foods,BUSINESS,BANK_B,2586,MEDIUM,ENT00572
ACC00828,Shah Hardware,BUSINESS,BANK_B,242,MEDIUM,ENT00572
ACC00829,Gopal Shah,PERSONAL,BANK_B,1725,HIGH,ENT00573
ACC00830,Nithya Das,PERSONAL,BANK_B,469,MEDIUM,ENT00574
ACC00831,Das Agro Industries,BUSINESS,BANK_B,253,MEDIUM,ENT00574
ACC00832,Shobha Brar,PERSONAL,BANK_B,862,MEDIUM,ENT00575
ACC00833,Arun Khan,PERSONAL,BANK_A,2497,LOW,ENT00576
ACC00834,Khan Hardware,BUSINESS,BANK_B,1382,HIGH,ENT00576
ACC00835,Khan Motors,BUSINESS,BANK_A,559,MEDIUM,ENT00576
ACC00836,Anita Das,PERSONAL,BANK_A,1335,MEDIUM,ENT00577
ACC00837,Das Exports,BUSINESS,BANK_B,556,MEDIUM,ENT00577
ACC00838,Anjali Agarwal,PERSONAL,BANK_B,720,MEDIUM,ENT00578
ACC00839,Kalpana Bansal,PERSONAL,BANK_B,756,MEDIUM,ENT00579
ACC00840,Manisha Patel,PERSONAL,BANK_B,2686,LOW,ENT00580
ACC00841,Patel Agro Industries,BUSINESS,BANK_B,3253,MEDIUM,ENT00580
ACC00842,Gopal Iyer,PERSONAL,BANK_B,3616,LOW,ENT00581
ACC00843,Iyer Logistics,BUSINESS,BANK_A,2872,MEDIUM,ENT00581
ACC00844,Vijay Agarwal,PERSONAL,BANK_A,3635,MEDIUM,ENT00582
ACC00845,Agarwal Enterprises,BUSINESS,BANK_A,760,MEDIUM,ENT00582
ACC00846,Kiran Dhillon,PERSONAL,BANK_B,868,MEDIUM,ENT00583
ACC00847,Agarwal Hardware,BUSINESS,BANK_A,2236,MEDIUM,ENT00584
ACC00848,Rao Pharma,BUSINESS,BANK_B,552,MEDIUM,ENT00585
ACC00849,Gupta Agro Industries,BUSINESS,BANK_B,482,MEDIUM,ENT00586
ACC00850,Iyengar Traders,BUSINESS,BANK_B,1244,MEDIUM,ENT00587
ACC00851,Rajesh Pandey,PERSONAL,BANK_A,2194,HIGH,ENT00588
ACC00852,Menon Overseas,BUSINESS,BANK_B,3501,MEDIUM,ENT00589
ACC00853,Mary Kaur,PERSONAL,BANK_B,2798,MEDIUM,ENT00590
ACC00854,Pooja Chauhan,PERSONAL,BANK_A,667,LOW,ENT00591
ACC00855,Rahul Gupta,PERSONAL,BANK_B,1008,HIGH,ENT00592
ACC00856,Manpreet Khan,PERSONAL,BANK_A,2927,MEDIUM,ENT00593
ACC00857,Khan Hardware,BUSINESS,BANK_B,3628,HIGH,ENT00593
ACC00858,Sangeeta Sandhu,PERSONAL,BANK_A,3482,MEDIUM,ENT00594
ACC00859,Manoj Bansal,PERSONAL,BANK_A,1677,HIGH,ENT00595
ACC00860,Zubair Thomas,PERSONAL,BANK_B,2175,LOW,ENT00596
ACC00861,Thomas Logistics,BUSINESS,BANK_B,2551,HIGH,ENT00596
ACC00862,Thomas Logistics,BUSINESS,BANK_A,2389,HIGH,ENT00596
ACC00863,Thomas Retail,BUSINESS,BANK_A,923,LOW,ENT00596
ACC00864,Mary Menon,PERSONAL,BANK_A,2998,MEDIUM,ENT00597
ACC00865,Harleen Singh,PERSONAL,BANK_A,2805,MEDIUM,ENT00598
ACC00866,Singh Foods,BUSINESS,BANK_B,3010,MEDIUM,ENT00598
ACC00867,Joseph Khan,PERSONAL,BANK_B,2149,LOW,ENT00599
ACC00868,Verma Hardware,BUSINESS,BANK_A,2266,HIGH,ENT00600
ACC00869,Sanjay Bansal,PERSONAL,BANK_B,491,MEDIUM,ENT00601
ACC00870,Bansal Fashions,BUSINESS,BANK_A,3120,LOW,ENT00601
ACC00871,Ravi Malik,PERSONAL,BANK_A,2341,HIGH,ENT00602
ACC00872,Divya Rao,PERSONAL,BANK_B,2326,LOW,ENT00603
ACC00873,Geeta Chatterjee,PERSONAL,BANK_B,401,MEDIUM,ENT00604
ACC00874,Chatterjee Infotech,BUSINESS,BANK_A,1621,MEDIUM,ENT00604
ACC00875,Karthik Khan,PERSONAL,BANK_A,2538,LOW,ENT00605
ACC00876,Aarti Das,PERSONAL,BANK_B,895,HIGH,ENT00606
ACC00877,Das Electronics,BUSINESS,BANK_A,841,MEDIUM,ENT00606
ACC00878,Sandeep Gill,PERSONAL,BANK_B,2307,MEDIUM,ENT00607
ACC00879,Tiwari Distributors,BUSINESS,BANK_A,3573,MEDIUM,ENT00608
ACC00880,Fatima Desai,PERSONAL,BANK_A,308,HIGH,ENT00609
ACC00881,Dinesh Sandhu,PERSONAL,BANK_A,2508,MEDIUM,ENT00610
ACC00882,Sandhu Hardware,BUSINESS,BANK_A,2281,HIGH,ENT00610
ACC00883,Ravi Naidu,PERSONAL,BANK_A,1055,MEDIUM,ENT00611
ACC00884,Swati Gill,PERSONAL,BANK_A,1909,MEDIUM,ENT00612
ACC00885,Gill Fashions,BUSINESS,BANK_A,1731,MEDIUM,ENT00612
ACC00886,Rao Motors,BUSINESS,BANK_B,3363,HIGH,ENT00613
ACC00887,Faisal Brar,PERSONAL,BANK_A,2065,LOW,ENT00614
ACC00888,Sarita Verma,PERSONAL,BANK_B,2857,MEDIUM,ENT00615
ACC00889,Thomas Sandhu,PERSONAL,BANK_A,238,MEDIUM,ENT00616
ACC00890,Muthu Dubey,PERSONAL,BANK_B,2711,LOW,ENT00617
ACC00891,Deepa Nair,PERSONAL,BANK_B,1592,LOW,ENT00618
ACC00892,Nair Retail,BUSINESS,BANK_B,454,HIGH,ENT00618
ACC00893,Nair Retail,BUSINESS,BANK_B,3256,MEDIUM,ENT00618
ACC00894,Amit Das,PERSONAL,BANK_A,3494,LOW,ENT00619
ACC00895,Simran Khan,PERSONAL,BANK_A,2011,MEDIUM,ENT00620
ACC00896,Prakash Pillai & Sons,PERSONAL,BANK_B,3017,MEDIUM,ENT00621
ACC00897,Balaji Dhillon,PERSONAL,BANK_B,528,MEDIUM,ENT00622
ACC00898,Pooja Sharma,PERSONAL,BANK_B,3371,MEDIUM,ENT00623
ACC00899,Sharma Motors,BUSINESS,BANK_A,1207,MEDIUM,ENT00623
ACC00900,Ashok Ghosh,PERSONAL,BANK_A,2093,MEDIUM,ENT00624
ACC00901,Amit Agarwal,PERSONAL,BANK_A,1612,MEDIUM,ENT00625
ACC00902,Agarwal Retail,BUSINESS,BANK_B,719,MEDIUM,ENT00625
ACC00903,Agarwal Hardware,BUSINESS,BANK_A,3472,MEDIUM,ENT00625
ACC00904,Nithya Nair,PERSONAL,BANK_B,364,LOW,ENT00626
ACC00905,Kalpana Naidu,PERSONAL,BANK_B,630,MEDIUM,ENT00627
ACC00906,Arjun Nair,PERSONAL,BANK_A,844,HIGH,ENT00628
ACC00907,Sanjay Ahmed,PERSONAL,BANK_B,2238,MEDIUM,ENT00629
ACC00908,Ahmed Overseas,BUSINESS,BANK_B,574,MEDIUM,ENT00629
ACC00909,Ahmed Constructions,BUSINESS,BANK_B,1652,HIGH,ENT00629
ACC00910,Thomas Bose,PERSONAL,BANK_A,2032,LOW,ENT00630
ACC00911,Anjali Agarwal,PERSONAL,BANK_A,444,MEDIUM,ENT00631
ACC00912,Sneha Bhatt,PERSONAL,BANK_A,597,MEDIUM,ENT00632
ACC00913,Ashok Kapoor,PERSONAL,BANK_A,1926,MEDIUM,ENT00633
ACC00914,Kapoor Overseas,BUSINESS,BANK_B,1197,MEDIUM,ENT00633
ACC00915,Anita Mukherjee,PERSONAL,BANK_A,2326,MEDIUM,ENT00634
ACC00916,Chatterjee Textiles,BUSINESS,BANK_A,3241,MEDIUM,ENT00635
ACC00917,Anita Desai,PERSONAL,BANK_B,1287,MEDIUM,ENT00636
ACC00918,Kritika Mukherjee,PERSONAL,BANK_B,3097,LOW,ENT00637
ACC00919,Mukherjee Logistics,BUSINESS,BANK_B,2595,MEDIUM,ENT00637
ACC00920,Nithya Bose,PERSONAL,BANK_B,723,MEDIUM,ENT00638
ACC00921,Simran Tiwari,PERSONAL,BANK_B,2526,HIGH,ENT00639
ACC00922,Tiwari Retail,BUSINESS,BANK_B,2578,MEDIUM,ENT00639
ACC00923,Tiwari Textiles,BUSINESS,BANK_B,3091,MEDIUM,ENT00639
ACC00924,Sidhu Pharma,BUSINESS,BANK_B,3395,MEDIUM,ENT00640
ACC00925,Sunil Nair,PERSONAL,BANK_A,2433,MEDIUM,ENT00641
ACC00926,Harish Desai,PERSONAL,BANK_B,2635,MEDIUM,ENT00642
ACC00927,Thomas Rao,PERSONAL,BANK_A,1016,MEDIUM,ENT00643
ACC00928,Pooja Brar,PERSONAL,BANK_A,1141,MEDIUM,ENT00644
ACC00929,Harish Agarwal,PERSONAL,BANK_B,2710,HIGH,ENT00645
ACC00930,Ravi Mukherjee,PERSONAL,BANK_B,2781,MEDIUM,ENT00646
ACC00931,Kumar Logistics,BUSINESS,BANK_A,1439,MEDIUM,ENT00647
ACC00932,Nisha Khan,PERSONAL,BANK_A,765,HIGH,ENT00648
ACC00933,Rohit Chauhan,PERSONAL,BANK_A,1470,MEDIUM,ENT00649
ACC00934,Nitin Patel,PERSONAL,BANK_A,1692,MEDIUM,ENT00650
ACC00935,Patel Exports,BUSINESS,BANK_A,2421,LOW,ENT00650
ACC00936,Sunita Ansari,PERSONAL,BANK_B,1367,MEDIUM,ENT00651
ACC00937,Ansari Distributors,BUSINESS,BANK_B,3380,MEDIUM,ENT00651
ACC00938,Sandeep Pillai & Sons,PERSONAL,BANK_A,1847,HIGH,ENT00652
ACC00939,Arjun Sengupta,PERSONAL,BANK_A,2733,MEDIUM,ENT00653
ACC00940,Vijay Malhotra,PERSONAL,BANK_B,2323,LOW,ENT00654
ACC00941,Malhotra Logistics,BUSINESS,BANK_B,1762,LOW,ENT00654
ACC00942,Balaji Dubey,PERSONAL,BANK_A,779,LOW,ENT00655
ACC00943,Dubey Distributors,BUSINESS,BANK_A,129,MEDIUM,ENT00655
ACC00944,Bhavana Desai,PERSONAL,BANK_A,1126,HIGH,ENT00656
ACC00945,Kalpana Yadav,PERSONAL,BANK_B,721,MEDIUM,ENT00657
ACC00946,Sandeep Rao,PERSONAL,BANK_B,2752,MEDIUM,ENT00658
ACC00947,Rao Traders,BUSINESS,BANK_B,3288,HIGH,ENT00658
ACC00948,Jyoti Pillai,PERSONAL,BANK_B,2272,HIGH,ENT00659
ACC00949,Pillai Electronics,BUSINESS,BANK_A,2862,MEDIUM,ENT00659
ACC00950,Harish Gill,PERSONAL,BANK_A,1211,MEDIUM,ENT00660
ACC00951,Gill Hardware,BUSINESS,BANK_B,553,MEDIUM,ENT00660
ACC00952,Manpreet Yadav,PERSONAL,BANK_A,1693,MEDIUM,ENT00661
ACC00953,Anita Verma,PERSONAL,BANK_B,160,HIGH,ENT00662
ACC00954,Kavita Varghese,PERSONAL,BANK_B,2155,MEDIUM,ENT00663
ACC00955,Suresh Khan,PERSONAL,BANK_B,2767,MEDIUM,ENT00664
ACC00956,Khan Textiles,BUSINESS,BANK_A,2330,MEDIUM,ENT00664
ACC00957,Balaji Bhatt,PERSONAL,BANK_A,448,MEDIUM,ENT00665
ACC00958,Deepa Ghosh,PERSONAL,BANK_A,2585,MEDIUM,ENT00666
ACC00959,Sanjay Kaur,PERSONAL,BANK_B,401,MEDIUM,ENT00667
ACC00960,Ayesha Malik,PERSONAL,BANK_B,2848,LOW,ENT00668
ACC00961,Sabiha Gill,PERSONAL,BANK_A,394,MEDIUM,ENT00669
ACC00962,Simran Ahmed,PERSONAL,BANK_A,1203,HIGH,ENT00670
ACC00963,Anjali Bhatt,PERSONAL,BANK_A,2675,MEDIUM,ENT00671
ACC00964,Bhatt Hardware,BUSINESS,BANK_A,2957,MEDIUM,ENT00671
ACC00965,Bhatt Overseas,BUSINESS,BANK_A,3208,MEDIUM,ENT00671
ACC00966,Kalpana Tiwari,PERSONAL,BANK_A,2905,MEDIUM,ENT00672
ACC00967,Fatima Chauhan,PERSONAL,BANK_A,2704,MEDIUM,ENT00673
ACC00968,Irfan Trivedi,PERSONAL,BANK_A,3306,LOW,ENT00674
ACC00969,Arun Sharma,PERSONAL,BANK_A,1122,HIGH,ENT00675
ACC00970,Kiran Tiwari,PERSONAL,BANK_B,1182,MEDIUM,ENT00676
