entity_key,canonical_name,phone,pan,address,num_records,num_accounts,account_ids,record_ids,has_unverified_link,is_watchlisted,rules_used
PERSON00846,NITHYA THOMAS,8138223204,OULXB8600V,"482, Extension, Pune, Maharashtra - 128728",3,2,ACC01174;ACC01175,REC001759;REC001760;REC001761,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00847,Anjali Mukerjee,6159006315,OWBIQ8155H,"680, Cross Street, Madurai, Tamil Nadu - 697780",2,1,ACC01176,REC001762;REC001763,False,False,R0_same_account;R4_phone_and_address
PERSON00848,Harpreet Batt,,TGBFR7227M,"617, Main Road, Chennai, Tamil Nadu - 183934",1,1,ACC01177,REC001764,False,False,
PERSON00849,Jyoti Chatterjee & Sons,7266601064,UMHLV8451I,"622, Avenue, Mysuru, Karnataka - 470897",2,1,ACC01178,REC001765;REC001766,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00850,H. Bansal,7435924287,UIAPA3256U,"435, Extension, Kochi, Kerala - 665079",3,2,ACC01179;ACC01180,REC001767;REC001768;REC001769,False,False,R0_same_account;R1_same_pan
PERSON00851,Menon Joseph,6407724970,AZPRG5000Q,"445, Cross Street, Madurai, Tamil Nadu - 552315",2,1,ACC01181,REC001770;REC001771,False,False,R0_same_account;R1_same_pan
PERSON00852,Sunil Deasi,6420225247,DYUXL4407V,"23, Layout, Kolkata, West Bengal - 258902",1,1,ACC01182,REC001772,False,False,
PERSON00853,R. Sidhu,6305455554,HICXH7589E,,1,1,ACC01183,REC001773,False,False,
PERSON00854,Varghese Sunil,9421339713,LWOFI4668R,"524, Main Road, Patna, Bihar - 681214",1,1,ACC01184,REC001774,False,False,
PERSON00855,HARISH KAUR,6165703085,KGCWR2902S,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",5,3,ACC01185;ACC01186;ACC01187,REC001775;REC001776;REC001777;REC001778;REC001779,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00856,NITHYA DAS,7926136691,GJZAT0662M,"450, Extension, Kochi, Kerala - 160192",2,1,ACC01188,REC001780;REC001781,False,False,R0_same_account;R1_same_pan
PERSON00857,RAVI MENON,6900648930,YTLTL9256E,"56, Cross Street, Kolkata, West Bengal - 570844",2,2,ACC01189;ACC01190,REC001782;REC001783,False,False,R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00858,Kiran Singh,9638635821,XUJEJ9556L,"126, Layout, Lucknow, Uttar Pradesh - 367874",1,1,ACC01191,REC001784,False,False,
PERSON00859,Saxena Amit,6246161817,CYEPG5804L,"785, Colony, Patna, Bihar - 661797",2,2,ACC01192;ACC01193,REC001785;REC001786,False,False,R1_same_pan
PERSON00860,Radha Rao,9486572304,OSVGN6762R,"630, Nagar, Jaipur, Rajasthan - 479670",2,1,ACC01194,REC001787;REC001788,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00861,Sabiha Mehta & Sons,6842517997,IIHCW2735X,"950, Extension, Coimbatore, Tamil Nadu - 657165",1,1,ACC01195,REC001789,False,False,
PERSON00862,Vasantha Rao,7997030418,KSDTX7605F,"806, Avenue, Mumbai, Maharashtra - 226038",3,2,ACC01196;ACC01197,REC001790;REC001791;REC001792,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address;R5_initials
PERSON00863,Karthik Reddy & Sons,8012672718,TMCUK3913Z,"34, Avenue, Jaipur, Rajasthan - 695436",2,1,ACC01198,REC001793;REC001794,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00864,Mary Tiwari & Sons,6230409995,RPQVF3891Y,"801, Extension, Hyderabad, Telangana - 485246",2,1,ACC01199,REC001795;REC001796,False,False,R0_same_account
PERSON00865,Kapoor Amandeep,8543568187,LIKOZ3607G,"541, Nagar, Bengaluru, Karnataka - 697776",1,1,ACC01200,REC001797,False,False,
PERSON00866,MANPREET BRAR,9602733614,LBHNO6469B,"325, Extension, Jaipur, Rajasthan - 233098",3,2,ACC01201;ACC01202,REC001798;REC001799;REC001800,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim
PERSON00867,Lakshmi Ansari & Sons,8888493614,NQWTL7145Q,"218, Extension, Mysuru, Karnataka - 390867",2,1,ACC01203,REC001801;REC001802,False,False,R0_same_account;R1_same_pan
PERSON00868,S. Tiwari,9632646771,IOJYV1872L,,1,1,ACC01204,REC001803,False,False,
PERSON00869,Banerjee Ashok,7770401950,TSPSP8859Y,"75, Colony, Delhi, Delhi - 132273",3,2,ACC01205;ACC01206,REC001804;REC001805;REC001806,False,False,R0_same_account;R4_phone_and_address
PERSON00870,NEHA KHAN,7552103607,SUQSZ6881E,"233, Colony, Patna, Bihar - 418709",3,2,ACC01207;ACC01208,REC001807;REC001808;REC001809,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R4_phone_and_address;R5_initials;R8_soundex
PERSON00871,Arjun Bansal & Sons,6168570305,VVOFS1842G,"207, Nagar, Patna, Bihar - 102085",1,1,ACC01209,REC001810,False,False,
PERSON00872,RAHUL NAIDU,6520941480,KESTJ4740O,"159, Avenue, Chandigarh, Punjab - 361472",3,2,ACC01210;ACC01211,REC001811;REC001812;REC001813,False,False,R0_same_account;R2_phone_and_name_sim;R4_phone_and_address;R5_initials;R8_soundex
PERSON00873,Vijay Mukhereje,7641398128,MNXXT8003L,"201, Colony, Coimbatore, Tamil Nadu - 484421",1,1,ACC01212,REC001814,False,False,
PERSON00874,Gopal Bhatt & Sons,6973112717,,,1,1,ACC01213,REC001815,False,False,
PERSON00875,Pooja Sandhu & Sons,6589271833,FFPGW8549Q,"509, Nagar, Madurai, Tamil Nadu - 115606",2,1,ACC01214,REC001816;REC001817,False,False,R0_same_account;R2_phone_and_name_sim
PERSON00876,Sidhu George,8895937757,LSWOX1334K,"963, Colony, Madurai, Tamil Nadu - 106287",2,1,ACC01215,REC001818;REC001819,False,False,R0_same_account;R1_same_pan
PERSON00877,SABIHA GILL,7314899097,FCRFT2602N,"463, Colony, Jaipur, Rajasthan - 524745",2,2,ACC01216;ACC01217,REC001820;REC001821,False,False,R1_same_pan;R3_address_and_name_sim
PERSON00878,SUSAN SAXENA,8587351996,HGZLN4592M,"13, Avenue, Mysuru, Karnataka - 271885",4,2,ACC01218;ACC01219,REC001822;REC001823;REC001824;REC001825,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R6_reversed
PERSON00879,POOJA BRAR,9639967328,QJIMT7781U,"44, Nagar, Surat, Gujarat - 258207",3,2,ACC01220;ACC01221,REC001826;REC001827;REC001828,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00880,Karthik Iyer & Sons,9248821345,,"641, Extension, Pune, Maharashtra - 337291",2,1,ACC01222,REC001829;REC001830,False,False,R0_same_account;R4_phone_and_address
PERSON00881,Imran Rao & Sons,8525563035,ARWPW8502O,"900, Avenue, Bengaluru, Karnataka - 592829",2,1,ACC01223,REC001831;REC001832,False,False,R0_same_account;R3_address_and_name_sim
PERSON00882,AJAY THOMAS,8379776645,HXNEN3463O,"506, Nagar, Mumbai, Maharashtra - 267927",2,1,ACC01224,REC001833;REC001834,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00883,Rajesh Singh & Sons,9688797920,,"515, Nagar, Bhopal, Madhya Pradesh - 633407",2,2,ACC01225;ACC01226,REC001835;REC001836,False,False,R2_phone_and_name_sim
PERSON00884,USHA NAIR,,HFIHJ2292A,"640, Colony, Patna, Bihar - 421101",1,1,ACC01227,REC001837,False,False,
PERSON00885,Pillai Vijay,6752997430,GCTMK9193L,"654, Layout, Bhopal, Madhya Pradesh - 611038",1,1,ACC01228,REC001838,False,False,
PERSON00886,Brar Deepak,8730062887,HWLOV8604Q,"945, Nagar, Chennai, Tamil Nadu - 324441",2,1,ACC01229,REC001839;REC001840,False,False,R0_same_account
PERSON00887,Rajesh Bansal & Sons,8242539385,PJGEB6542Q,"658, Avenue, Thiruvananthapuram, Kerala - 679870",2,1,ACC01230,REC001841;REC001842,False,False,R0_same_account
PERSON00888,MANISHA SENGUPTA,6919781752,HQSQV8494C,"47, Cross Street, Surat, Gujarat - 266510",2,1,ACC01231,REC001843;REC001844,False,False,R0_same_account
PERSON00889,Susan Ahmed & Sons,7373968614,KNGNM7026C,"681, Nagar, Chennai, Tamil Nadu - 284170",2,1,ACC01232,REC001845;REC001846,False,False,R0_same_account;R4_phone_and_address
PERSON00890,Sidhu Naveen,9836581232,YMOHC1609Q,"746, Cross Street, Coimbatore, Tamil Nadu - 111233",2,1,ACC01233,REC001847;REC001848,False,False,R0_same_account;R4_phone_and_address
PERSON00891,Rekha Saexna,7216593094,OOETQ4481J,"654, Cross Street, Kolkata, West Bengal - 366445",2,1,ACC01234,REC001849;REC001850,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00892,GEETA BANERJEE,7612428095,,"402, Main Road, Kochi, Kerala - 513170",1,1,ACC01235,REC001851,False,False,
PERSON00893,K. Qureshi,9647514999,QRQIR4139X,"204, Nagar, Jaipur, Rajasthan - 653158",1,1,ACC01236,REC001852,False,False,
PERSON00894,Simran Ansari & Sons,8050913418,XEKMZ3355G,"329, Colony, Bengaluru, Karnataka - 517013",3,2,ACC01237;ACC01238,REC001853;REC001854;REC001855,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00895,Muthu Dhillon,6663317381,SWWFG3350P,"52, Avenue, Mumbai, Maharashtra - 209311",2,1,ACC01239,REC001856;REC001857,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00896,Rajwinder Vrma,8479967111,CGQKS7718H,"163, Main Road, Kochi, Kerala - 615269",1,1,ACC01240,REC001858,False,False,
PERSON00897,Bhavana Thomas,8528052522,FTYUQ1675P,"476, Cross Street, Thiruvananthapuram, Kerala - 109302",2,1,ACC01241,REC001859;REC001860,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00898,Prakash Ghohs,6067025450,VLSZC9439L,"287, Layout, Coimbatore, Tamil Nadu - 434015",3,2,ACC01242;ACC01243,REC001861;REC001862;REC001863,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim
PERSON00899,Shreya Dhillon,,LHKPD6044P,"758, Layout, Pune, Maharashtra - 360859",1,1,ACC01244,REC001864,False,False,
PERSON00900,Ghosh Vikram,7904085642,YXFDY9016Z,"227, Nagar, Pune, Maharashtra - 114091",2,1,ACC01245,REC001865;REC001866,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00901,George Kapoor & Sons,8955858200,NLQLS0408Q,"658, Nagar, Mumbai, Maharashtra - 219034",5,3,ACC01246;ACC01247;ACC01248,REC001867;REC001868;REC001869;REC001870;REC001871,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00902,Anna Agarwal,6507637192,DPLYE9283W,"358, Cross Street, Mysuru, Karnataka - 489233",4,3,ACC01249;ACC01250;ACC01251,REC001872;REC001873;REC001874;REC001875,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00903,Ayesha Mehta & Sons,6516253059,PUZVD6281O,"883, Nagar, Nagpur, Maharashtra - 417395",3,3,ACC01252;ACC01253;ACC01254,REC001876;REC001877;REC001878,False,False,R1_same_pan;R2_phone_and_name_sim
PERSON00904,FATIMA PATEL,7484039643,,"3, Layout, Surat, Gujarat - 252766",1,1,ACC01255,REC001879,False,False,
PERSON00905,Prakash Mneon,6073360048,VJIYO7223S,,1,1,ACC01256,REC001880,False,False,
PERSON00906,Fatima Ahmed & Sons,6140348603,CMJUR1571P,"541, Colony, Ahmedabad, Gujarat - 515474",2,1,ACC01257,REC001881;REC001882,False,False,R0_same_account;R3_address_and_name_sim
PERSON00907,Aarti Agarwal,7436793998,IYYLX1304G,"690, Cross Street, Pune, Maharashtra - 208279",2,1,ACC01258,REC001883;REC001884,False,False,R0_same_account
PERSON00908,Shah Ritu,7249203337,EJZWW0898N,"630, Colony, Chennai, Tamil Nadu - 601334",3,2,ACC01259;ACC01260,REC001885;REC001886;REC001887,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00909,Kritika Banerjee & Sons,9710337715,ETJBL5994P,"239, Avenue, Patna, Bihar - 465466",2,1,ACC01261,REC001888;REC001889,False,False,R0_same_account
PERSON00910,V. Jain,7099274536,BISPB7176U,"972, Layout, Bengaluru, Karnataka - 161297",4,2,ACC01262;ACC01263,REC001890;REC001891;REC001892;REC001893,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R4_phone_and_address
PERSON00911,MARY TRIVEDI,9834628435,UIVNY1985W,"274, Layout, Mumbai, Maharashtra - 309923",4,2,ACC01264;ACC01265,REC001894;REC001895;REC001896;REC001897,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address;R6_reversed
PERSON00912,Sengupta Vandana,6115850036,QJFMN3663O,"778, Main Road, Chandigarh, Punjab - 698834",4,2,ACC01266;ACC01267,REC001898;REC001899;REC001900;REC001901,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00913,Geeta Redy,9831410951,,"882, Cross Street, Ahmedabad, Gujarat - 257751",1,1,ACC01268,REC001902,False,False,
PERSON00914,V. Varghese,8763980953,HYONZ6066O,"691, Extension, Lucknow, Uttar Pradesh - 630153",1,1,ACC01269,REC001903,False,False,
PERSON00915,Anjali Gill,,EGYKM5085I,"646, Cross Street, Bhopal, Madhya Pradesh - 441746",1,1,ACC01270,REC001904,False,False,
PERSON00916,Dubey Nitin,8803728979,VYAOQ6182M,"77, Nagar, Mumbai, Maharashtra - 283214",1,1,ACC01271,REC001905,False,False,
PERSON00917,Sabiha Mlhotra,7499726670,BCDWA5578N,"476, Colony, Chennai, Tamil Nadu - 515274",1,1,ACC01272,REC001906,False,False,
PERSON00918,Geeta Menon,,ZIIPU6531J,"258, Main Road, Surat, Gujarat - 599267",1,1,ACC01273,REC001907,False,False,
PERSON00919,Bhavana Malik & Sons,7336726997,SFLWV3730X,"238, Nagar, Surat, Gujarat - 495445",4,2,ACC01274;ACC01275,REC001908;REC001909;REC001910;REC001911,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00920,Manisha Gupta & Sons,,RBYSJ1385U,"302, Main Road, Chandigarh, Punjab - 105675",2,1,ACC01276,REC001912;REC001913,False,False,R0_same_account;R1_same_pan
PERSON00921,AYESHA MENON,7297502057,BYVAW5014S,"577, Extension, Patna, Bihar - 214242",2,2,ACC01277;ACC01278,REC001914;REC001915,False,False,R1_same_pan;R3_address_and_name_sim
PERSON00922,Prakash Chauhan & Sons,6363122246,LPDGM0902R,"874, Colony, Jaipur, Rajasthan - 179868",3,2,ACC01279;ACC01280,REC001916;REC001917;REC001918,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00923,SRINIVAS GHOSH,,OXTIY7505I,"663, Cross Street, Bengaluru, Karnataka - 547358",2,1,ACC01281,REC001919;REC001920,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00924,Sarita Catterjee,7218040531,ZGBUT4895Q,"315, Layout, Surat, Gujarat - 560665",1,1,ACC01282,REC001921,False,False,
PERSON00925,Srinivas Gupta,,XFFGT2791I,,1,1,ACC01283,REC001922,False,False,
PERSON00926,Zubair Shah,9408557052,,"914, Layout, Hyderabad, Telangana - 372173",1,1,ACC01284,REC001923,False,False,
PERSON00927,Shobha Brar & Sons,7194423953,PJRTN0893D,"66, Colony, Bengaluru, Karnataka - 348567",5,3,ACC01285;ACC01286;ACC01287,REC001924;REC001925;REC001926;REC001927;REC001928,True,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R5_initials;R6_reversed
PERSON00928,R. Dubey,9203066163,AJOQY2219I,,1,1,ACC01288,REC001929,False,False,
PERSON00929,ANJALI SENGUPTA,7263436542,KQJGH3468I,"57, Extension, Chennai, Tamil Nadu - 317473",4,3,ACC01289;ACC01290;ACC01291,REC001930;REC001931;REC001932;REC001933,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00930,Shobha Dubey & Sons,6396742121,LMWZR9217O,"187, Main Road, Jaipur, Rajasthan - 694795",4,3,ACC01292;ACC01293;ACC01294,REC001934;REC001935;REC001936;REC001937,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R4_phone_and_address
PERSON00931,JYOTI SHEIKH,6101663283,QUVVY4876P,"564, Colony, Mumbai, Maharashtra - 527226",6,3,ACC01295;ACC01296;ACC01297,REC001938;REC001939;REC001940;REC001941;REC001942;REC001943,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address;R6_reversed
PERSON00932,Kavita Naidu & Sons,7765131737,ZGNPS9491K,"339, Avenue, Jaipur, Rajasthan - 294456",1,1,ACC01298,REC001944,False,False,
PERSON00933,JASPREET PILLAI & SONS,6060914897,PAONV9878G,"447, Cross Street, Kochi, Kerala - 167316",3,2,ACC01299;ACC01300,REC001945;REC001946;REC001947,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00934,Amit Gupta,6504767906,DRLKR4470F,"541, Avenue, Bengaluru, Karnataka - 512749",2,1,ACC01301,REC001948;REC001949,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00935,A. Ghosh,6160236949,BSYCJ7927S,"981, Layout, Coimbatore, Tamil Nadu - 664240",1,1,ACC01302,REC001950,False,False,
PERSON00936,Naveen Sengupa,7093477487,FZSZQ0841X,,1,1,ACC01303,REC001951,False,False,
PERSON00937,N. Bansal,9398788688,OLREX9946P,"957, Layout, Coimbatore, Tamil Nadu - 510517",1,1,ACC01304,REC001952,False,False,
PERSON00938,Harleen Banerje,,EESZY6356E,"237, Extension, Surat, Gujarat - 437902",1,1,ACC01305,REC001953,False,False,
PERSON00939,PRIYA SIDHU,6179977916,CPXWN0120Q,"973, Nagar, Jaipur, Rajasthan - 222841",5,3,ACC01306;ACC01307;ACC01308,REC001954;REC001955;REC001956;REC001957;REC001958,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address;R5_initials;R8_soundex
PERSON00940,Venkatesh Dhillon,7000820944,OSLAJ3775S,"621, Nagar, Surat, Gujarat - 450689",1,1,ACC01309,REC001959,False,False,
PERSON00941,Aarti Kumra,8150401484,BTVSV5264J,"686, Nagar, Mysuru, Karnataka - 149236",2,1,ACC01310,REC001960;REC001961,False,False,R0_same_account;R1_same_pan
PERSON00942,Saxena Rajwinder,8560434266,WSWKS7948M,"716, Layout, Mumbai, Maharashtra - 698190",1,1,ACC01311,REC001962,False,False,
PERSON00943,Susan Dhillon,7437745902,VDLFF6963E,"546, Nagar, Thiruvananthapuram, Kerala - 471256",3,2,ACC01312;ACC01313,REC001963;REC001964;REC001965,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim
PERSON00944,Radha Mlahotra,8078407945,JYCRE8377H,"547, Cross Street, Pune, Maharashtra - 516041",1,1,ACC01314,REC001966,False,False,
PERSON00945,Sangeeta Ghosh,7362774017,QYVJZ6860D,"298, Cross Street, Surat, Gujarat - 105468",3,2,ACC01315;ACC01316,REC001967;REC001968;REC001969,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim
PERSON00946,POOJA VERMA,9449587339,RGQVY8577E,"615, Main Road, Chennai, Tamil Nadu - 435400",2,1,ACC01317,REC001970;REC001971,False,False,R0_same_account;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00947,BHAVANA KUMAR,9543540589,UEPAH6076N,"547, Layout, Kochi, Kerala - 289963",3,2,ACC01318;ACC01319,REC001972;REC001973;REC001974,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00948,AMIT BANSAL,7294296236,MQQRZ0427S,"18, Extension, Pune, Maharashtra - 445266",2,1,ACC01320,REC001975;REC001976,False,False,R0_same_account;R1_same_pan;R4_phone_and_address
PERSON00949,Pooja Saxena & Sons,,IAUOB4115C,"763, Avenue, Kolkata, West Bengal - 403872",1,1,ACC01321,REC001977,False,False,
PERSON00950,Harpreet Menon,8842722182,DCWKU0902J,"233, Cross Street, Kochi, Kerala - 166780",2,1,ACC01322,REC001978;REC001979,False,False,R0_same_account;R4_phone_and_address
PERSON00951,POOJA BHATT,7925976489,JSTBB7561V,"427, Extension, Kochi, Kerala - 558235",1,1,ACC01323,REC001980,False,False,
PERSON00952,Ahmed Balaji,8303544947,CUYLY6719M,"552, Cross Street, Patna, Bihar - 423417",2,1,ACC01324,REC001981;REC001982,False,False,R0_same_account;R1_same_pan
PERSON00953,Sarita Patel & Sons,9381632526,NULML8469I,"813, Nagar, Mumbai, Maharashtra - 127995",2,1,ACC01325,REC001983;REC001984,False,False,R0_same_account;R3_address_and_name_sim
PERSON00954,Imran Saxna,8622381556,SQTCF1118L,"310, Main Road, Kochi, Kerala - 655162",2,1,ACC01326,REC001985;REC001986,False,False,R0_same_account;R1_same_pan
PERSON00955,RAVI SHEIKH,8118560587,NJSYS3984I,"903, Avenue, Mysuru, Karnataka - 378018",1,1,ACC01327,REC001987,False,False,
PERSON00956,Deepa Gupta,7987475294,OWKKL8175N,"209, Colony, Mysuru, Karnataka - 516060",4,2,ACC01328;ACC01329,REC001988;REC001989;REC001990;REC001991,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R4_phone_and_address
PERSON00957,Zubair Khna,6111177453,HCVIH2667R,"840, Extension, Delhi, Delhi - 220814",1,1,ACC01330,REC001992,False,False,
PERSON00958,U. Patel,9209879233,,,1,1,ACC01331,REC001993,False,False,
PERSON00959,Jyoti Tiwrai,6533537617,HBBNO7997G,"530, Cross Street, Chennai, Tamil Nadu - 538168",4,2,ACC01332;ACC01333,REC001994;REC001995;REC001996;REC001997,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00960,Usha Cahtterjee,7775068906,GYEBA7464B,"291, Extension, Madurai, Tamil Nadu - 427150",3,2,ACC01334;ACC01335,REC001998;REC001999;REC002000,True,False,R0_same_account;R3_address_and_name_sim;R8_soundex
PERSON00961,KALPANA DHILLON,7466464139,AEGXC8265Q,"230, Nagar, Hyderabad, Telangana - 166860",3,2,ACC01336;ACC01337,REC002001;REC002002;REC002003,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R4_phone_and_address
PERSON00962,ANJALI GILL,6629684185,RNJCL1307R,"297, Avenue, Kolkata, West Bengal - 189289",2,2,ACC01338;ACC01339,REC002004;REC002005,False,False,R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00963,Naidu Divya,7713912916,WJRGV9482V,"397, Layout, Mumbai, Maharashtra - 519434",1,1,ACC01340,REC002006,False,False,
PERSON00964,Iyer Sunita,6219551072,XWGGG7389J,"973, Extension, Bengaluru, Karnataka - 664233",2,1,ACC01341,REC002007;REC002008,False,False,R0_same_account;R1_same_pan
PERSON00965,Anna Iyer & Sons,8110383332,AACGQ5705Q,"59, Avenue, Madurai, Tamil Nadu - 158179",3,2,ACC01342;ACC01343,REC002009;REC002010;REC002011,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R4_phone_and_address
PERSON00966,Preethi Barr,6334798321,TSMHB5020X,"609, Layout, Lucknow, Uttar Pradesh - 342352",1,1,ACC01344,REC002012,False,False,
PERSON00967,Sunil Malik & Sons,7004301345,,"761, Avenue, Hyderabad, Telangana - 641035",2,1,ACC01345,REC002013;REC002014,False,False,R0_same_account;R4_phone_and_address
PERSON00968,Nithya Mehta & Sons,6176406281,EROBC4848Q,"600, Extension, Chennai, Tamil Nadu - 230317",3,2,ACC01346;ACC01347,REC002015;REC002016;REC002017,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00969,Sowmya Metha,6981437502,CQSIV2066O,"434, Cross Street, Ahmedabad, Gujarat - 293285",2,1,ACC01348,REC002018;REC002019,False,False,R0_same_account;R4_phone_and_address
PERSON00970,Srinivas Gupa,9608008157,LXBOY5772Z,"742, Avenue, Surat, Gujarat - 415335",2,2,ACC01349;ACC01350,REC002020;REC002021,False,False,R4_phone_and_address
PERSON00971,Pandey Pooja,8550317908,XWFNU6380G,"385, Colony, Surat, Gujarat - 275267",3,2,ACC01351;ACC01352,REC002022;REC002023;REC002024,False,False,R0_same_account;R4_phone_and_address
PERSON00972,Dinesh Sandhu & Sons,8897934799,NMOZJ6386O,"74, Layout, Hyderabad, Telangana - 305447",3,2,ACC01353;ACC01354,REC002025;REC002026;REC002027,False,False,R0_same_account;R1_same_pan;R2_phone_and_name_sim;R3_address_and_name_sim;R4_phone_and_address
PERSON00973,SANJAY TRIVEDI,,LGSYU6031J,"417, Extension, Chandigarh, Punjab - 519054",1,1,ACC01355,REC002028,False,False,
PERSON00974,Bhavana Malhotra,6935919547,PZKST3982O,"870, Avenue, Jaipur, Rajasthan - 231992",1,1,ACC01356,REC002029,False,False,
PERSON00975,Usha Kapoor & Sons,8458530588,WJETG4045B,"26, Main Road, Mumbai, Maharashtra - 507091",1,1,ACC01357,REC002030,False,False,
PERSON00976,PADMA BHATT,9767187252,MPWVT3532X,"470, Cross Street, Chennai, Tamil Nadu - 689888",1,1,ACC01358,REC002031,False,False,
PERSON00977,Naidu Bhavana,7551143434,,"826, Nagar, Coimbatore, Tamil Nadu - 330806",1,1,ACC01359,REC002032,False,False,
PERSON00978,Rajwinder Malhotra & Sons,9677353606,IERWQ0116E,"340, Colony, Chennai, Tamil Nadu - 210194",1,1,ACC01360,REC002033,False,False,
PERSON00979,Ramesh Sndhu,6572732350,VDEZJ0262C,,1,1,ACC01361,REC002034,False,False,
PERSON00980,Karthik Mehat,8053953086,NDXXS6678O,"957, Main Road, Mumbai, Maharashtra - 479107",2,1,ACC01362,REC002035;REC002036,False,False,R0_same_account;R4_phone_and_address
PERSON00981,Desai Sunita,7178152890,WUVCZ1133A,"103, Layout, Delhi, Delhi - 244674",3,2,ACC01363;ACC01364,REC002037;REC002038;REC002039,False,False,R0_same_account;R1_same_pan;R3_address_and_name_sim;R4_phone_and_address
PERSON00982,Ayesha Kuamr,,HWFCJ8142I,,1,1,ACC01365,REC002040,False,False,
PERSON00983,NEHA DUBEY,,KQGVC6784X,"81, Colony, Bengaluru, Karnataka - 192868",2,1,ACC01366,REC002041;REC002042,False,False,R0_same_account;R1_same_pan
PERSON00984,T. Chatterjee,9491680890,FNXUL5180F,,1,1,ACC01367,REC002043,False,False,
PERSON00985,KARTHIK IYENGAR,8948711800,LWSPS7729U,"668, Extension, Hyderabad, Telangana - 214132",2,1,ACC01368,REC002044;REC002045,False,False,R0_same_account;R4_phone_and_address
PERSON00986,Sanjay Iyengar & Sons,8578641182,YGYOJ2627P,"348, Nagar, Thiruvananthapuram, Kerala - 292486",2,1,ACC01369,REC002046;REC002047,False,False,R0_same_account;R3_address_and_name_sim
