record_id,source_system,name_as_written,phone,pan,address,linked_account,true_entity_id
REC001730,CORPORATE_BANKING,K. Sheikh,6679937528,RSSFM7298L,"241, Cross Street, Chandigarh, Punjab - 148060",ACC01150,ENT00806
REC001731,CORPORATE_BANKING,Ritu Joshi & Sons,6631111905,XGKFB1026K,"359, Layout, Bhopal, Madhya Pradesh - 262629",ACC01151,ENT00807
REC001732,RETAIL_CBS,Joshi Ritu,6631111905,XGKFB1026K,,ACC01152,ENT00807
REC001733,CORPORATE_BANKING,Ritu Joshi & Sons,6631111905,XGKFB1026K,"359, Layout, Bhopal, Madhya Pradesh - 262629",ACC01152,ENT00807
REC001734,RETAIL_CBS,K. Ansari,,WBFOJ0087U,"305, Cross Street, Surat, Gujarat - 104963",ACC01153,ENT00808
REC001735,CORPORATE_BANKING,Kritika Anasri,6872827207,WBFOJ0087U,"305, Cross Street, Surat, Gujarat - 104963",ACC01153,ENT00808
REC001736,RETAIL_CBS,Ravi Sandu,,RDCEN2279S,"375, Nagar, Bhopal, Madhya Pradesh - 463786",ACC01154,ENT00809
REC001737,CORPORATE_BANKING,Sandhu Ravi,8692928575,RDCEN2279S,"375, Nagar, Bhopal, Madhya Pradesh - 463786",ACC01154,ENT00809
REC001738,RETAIL_CBS,R. Gill,8175381509,HBGWN9261B,,ACC01155,ENT00810
REC001739,RETAIL_CBS,D. Pillai & Sons,7517986419,KYBXI0634U,"547, Layout, Patna, Bihar - 685341",ACC01156,ENT00811
REC001740,RETAIL_CBS,Bansal Joseph,9722961450,AJDDG7596R,"473, Nagar, Kolkata, West Bengal - 228604",ACC01157,ENT00812
REC001741,CORPORATE_BANKING,Joseph Bnsal,9722961450,AJDDG7596R,"473, Nagar, Kolkata, West Bengal - 228604",ACC01157,ENT00812
REC001742,RETAIL_CBS,Anna Jain,,OURSI5546J,,ACC01158,ENT00813
REC001743,RETAIL_CBS,Anna Jain,9490090190,,,ACC01159,ENT00813
REC001744,RETAIL_CBS,Arjun Mukherjee,8156232705,VEVNR1440N,"120, Main Road, Surat, Gujarat - 162052",ACC01160,ENT00814
REC001745,RETAIL_CBS,J. Pandey,,CPRME4009Y,"35, Avenue, Kochi, Kerala - 184201",ACC01161,ENT00815
REC001746,CORPORATE_BANKING,Joseph Padey,6992770487,CPRME4009Y,"35, Avenue, Kochi, Kerala - 184201",ACC01161,ENT00815
REC001747,RETAIL_CBS,Rahul Gill,6390731867,GJPOL7325B,,ACC01162,ENT00816
REC001748,CORPORATE_BANKING,RAHUL GILL,,,"158, Colony, Coimbatore, Tamil Nadu - 673102",ACC01162,ENT00816
REC001749,RETAIL_CBS,DEEPA JAIN,7731733852,ZNFAB6627U,,ACC01163,ENT00817
REC001750,CORPORATE_BANKING,Deepa Jain & Sons,7731733852,ZNFAB6627U,,ACC01163,ENT00817
REC001751,CORPORATE_BANKING,RAJESH AGARWAL,6028797774,,"586, Main Road, Chandigarh, Punjab - 656474",ACC01164,ENT00818
REC001752,RETAIL_CBS,Kalpana Kumra,8463802409,KJCWD6444H,"120, Extension, Kochi, Kerala - 670027",ACC01165,ENT00819
REC001753,CORPORATE_BANKING,Kalpana Kumar,8463802409,KJCWD6444H,"120, Extension, Kochi, Kerala - 670027",ACC01165,ENT00819
REC001754,RETAIL_CBS,KALPANA KUMAR,,KJCWD6444H,"120, Extension, Kochi, Kerala - 670027",ACC01166,ENT00819
REC001755,CORPORATE_BANKING,Kalpana Kumar,8463802409,,"120, Extension, Kochi, Kerala - 670027",ACC01166,ENT00819
REC001756,CORPORATE_BANKING,KRITIKA IYER,6865498014,,,ACC01167,ENT00820
REC001757,RETAIL_CBS,KIRAN BHATT,9468727009,MPWNK0012A,"647, Colony, Chandigarh, Punjab - 538455",ACC01168,ENT00821
REC001758,RETAIL_CBS,Rohit Sheikh & Sons,6004877930,VWJYV0121H,,ACC01169,ENT00822
REC001759,RETAIL_CBS,Pankaj Ydav,9924289482,LCTUR8794L,"420, Colony, Coimbatore, Tamil Nadu - 360187",ACC01170,ENT00823
REC001760,CORPORATE_BANKING,Harpreet Mehat,6471207381,HDIDM7830S,,ACC01171,ENT00824
REC001761,RETAIL_CBS,Mishra Thomas,7140373634,,"440, Avenue, Bengaluru, Karnataka - 670760",ACC01172,ENT00825
REC001762,RETAIL_CBS,THOMAS MISHRA,,LHUPM8375E,"440, Avenue, Bengaluru, Karnataka - 670760",ACC01173,ENT00825
REC001763,CORPORATE_BANKING,Thomas Misrha,7140373634,LHUPM8375E,"440, Avenue, Bengaluru, Karnataka - 670760",ACC01173,ENT00825
REC001764,RETAIL_CBS,Nithya Thomsa,8138223204,OULXB8600V,"482, Extension, Pune, Maharashtra - 128728",ACC01174,ENT00826
REC001765,CORPORATE_BANKING,NITHYA THOMAS,,OULXB8600V,,ACC01174,ENT00826
REC001766,CORPORATE_BANKING,NITHYA THOMAS,8138223204,OULXB8600V,"482, Extension, Pune, Maharashtra - 128728",ACC01175,ENT00826
REC001767,RETAIL_CBS,Anjali Mukerjee,6159006315,,"680, Cross Street, Madurai, Tamil Nadu - 697780",ACC01176,ENT00827
REC001768,CORPORATE_BANKING,A. Mukherjee,6159006315,OWBIQ8155H,"680, Cross Street, Madurai, Tamil Nadu - 697780",ACC01176,ENT00827
REC001769,RETAIL_CBS,Harpreet Batt,,TGBFR7227M,"617, Main Road, Chennai, Tamil Nadu - 183934",ACC01177,ENT00828
REC001770,RETAIL_CBS,Jyoti Chatterjee & Sons,7266601064,UMHLV8451I,"622, Avenue, Mysuru, Karnataka - 470897",ACC01178,ENT00829
REC001771,CORPORATE_BANKING,Jyoti Chatterjee,7266601064,UMHLV8451I,"622, Avenue, Mysuru, Karnataka - 470897",ACC01178,ENT00829
REC001772,RETAIL_CBS,Harish Bansal & Sons,7435924287,,"435, Extension, Kochi, Kerala - 665079",ACC01179,ENT00830
REC001773,CORPORATE_BANKING,H. Bansal,7435924287,UIAPA3256U,,ACC01179,ENT00830
REC001774,RETAIL_CBS,H. Bansal,,UIAPA3256U,,ACC01180,ENT00830
REC001775,RETAIL_CBS,J. Menon,6407724970,AZPRG5000Q,,ACC01181,ENT00831
REC001776,CORPORATE_BANKING,Menon Joseph,6407724970,AZPRG5000Q,"445, Cross Street, Madurai, Tamil Nadu - 552315",ACC01181,ENT00831
REC001777,CORPORATE_BANKING,Sunil Deasi,6420225247,DYUXL4407V,"23, Layout, Kolkata, West Bengal - 258902",ACC01182,ENT00832
REC001778,RETAIL_CBS,R. Sidhu,6305455554,HICXH7589E,,ACC01183,ENT00833
REC001779,RETAIL_CBS,Varghese Sunil,9421339713,LWOFI4668R,"524, Main Road, Patna, Bihar - 681214",ACC01184,ENT00834
REC001780,CORPORATE_BANKING,HARISH KAUR,,KGCWR2902S,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",ACC01185,ENT00835
REC001781,RETAIL_CBS,Harish Kaur & Sons,6165703085,,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",ACC01186,ENT00835
REC001782,CORPORATE_BANKING,Kaur Harish,,KGCWR2902S,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",ACC01186,ENT00835
REC001783,RETAIL_CBS,Kaur Harish,6165703085,KGCWR2902S,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",ACC01187,ENT00835
REC001784,CORPORATE_BANKING,HARISH KAUR,6165703085,KGCWR2902S,"384, Cross Street, Thiruvananthapuram, Kerala - 101717",ACC01187,ENT00835
REC001785,RETAIL_CBS,N. Das,7926136691,GJZAT0662M,,ACC01188,ENT00836
REC001786,CORPORATE_BANKING,NITHYA DAS,7926136691,GJZAT0662M,"450, Extension, Kochi, Kerala - 160192",ACC01188,ENT00836
REC001787,RETAIL_CBS,Ravi Mnon,6900648930,YTLTL9256E,"56, Cross Street, Kolkata, West Bengal - 570844",ACC01189,ENT00837
REC001788,RETAIL_CBS,RAVI MENON,6900648930,,"56, Cross Street, Kolkata, West Bengal - 570844",ACC01190,ENT00837
REC001789,CORPORATE_BANKING,Kiran Singh,9638635821,XUJEJ9556L,"126, Layout, Lucknow, Uttar Pradesh - 367874",ACC01191,ENT00838
REC001790,CORPORATE_BANKING,A. Saxena,6246161817,CYEPG5804L,"785, Colony, Patna, Bihar - 661797",ACC01192,ENT00839
REC001791,CORPORATE_BANKING,Saxena Amit,,CYEPG5804L,"785, Colony, Patna, Bihar - 661797",ACC01193,ENT00839
REC001792,RETAIL_CBS,Rao Radha,9486572304,OSVGN6762R,"630, Nagar, Jaipur, Rajasthan - 479670",ACC01194,ENT00840
REC001793,CORPORATE_BANKING,Radha Rao,9486572304,OSVGN6762R,"630, Nagar, Jaipur, Rajasthan - 479670",ACC01194,ENT00840
REC001794,CORPORATE_BANKING,Sabiha Mehta & Sons,6842517997,IIHCW2735X,"950, Extension, Coimbatore, Tamil Nadu - 657165",ACC01195,ENT00841
REC001795,RETAIL_CBS,Vasantha Rao,7997030418,,"806, Avenue, Mumbai, Maharashtra - 226038",ACC01196,ENT00842
REC001796,CORPORATE_BANKING,V. Rao,,KSDTX7605F,"806, Avenue, Mumbai, Maharashtra - 226038",ACC01196,ENT00842
REC001797,RETAIL_CBS,Vasantha Rao,7997030418,,"806, Avenue, Mumbai, Maharashtra - 226038",ACC01197,ENT00842
REC001798,RETAIL_CBS,Karthik Reddy & Sons,8012672718,TMCUK3913Z,"34, Avenue, Jaipur, Rajasthan - 695436",ACC01198,ENT00843
REC001799,CORPORATE_BANKING,Karthik Redy,8012672718,TMCUK3913Z,"34, Avenue, Jaipur, Rajasthan - 695436",ACC01198,ENT00843
REC001800,RETAIL_CBS,Mary Tiwari & Sons,6230409995,,"801, Extension, Hyderabad, Telangana - 485246",ACC01199,ENT00844
REC001801,CORPORATE_BANKING,Tiwari Mary,6230409995,RPQVF3891Y,,ACC01199,ENT00844
REC001802,RETAIL_CBS,Kapoor Amandeep,8543568187,LIKOZ3607G,"541, Nagar, Bengaluru, Karnataka - 697776",ACC01200,ENT00845
REC001803,RETAIL_CBS,MANPREET BRAR,9602733614,LBHNO6469B,,ACC01201,ENT00846
REC001804,CORPORATE_BANKING,M. Brar,9602733614,LBHNO6469B,,ACC01201,ENT00846
REC001805,CORPORATE_BANKING,Manpreet Barr,9602733614,,"325, Extension, Jaipur, Rajasthan - 233098",ACC01202,ENT00846
REC001806,RETAIL_CBS,L. Ansari,,NQWTL7145Q,,ACC01203,ENT00847
REC001807,CORPORATE_BANKING,Lakshmi Ansari & Sons,8888493614,NQWTL7145Q,"218, Extension, Mysuru, Karnataka - 390867",ACC01203,ENT00847
REC001808,CORPORATE_BANKING,S. Tiwari,9632646771,IOJYV1872L,,ACC01204,ENT00848
REC001809,CORPORATE_BANKING,Banerjee Ashok,7770401950,,"75, Colony, Delhi, Delhi - 132273",ACC01205,ENT00849
REC001810,RETAIL_CBS,A. Banerjee,,,"75, Colony, Delhi, Delhi - 132273",ACC01206,ENT00849
REC001811,CORPORATE_BANKING,Ashok Bnerjee,7770401950,TSPSP8859Y,"75, Colony, Delhi, Delhi - 132273",ACC01206,ENT00849
REC001812,RETAIL_CBS,NEHA KHAN,7552103607,SUQSZ6881E,"233, Colony, Patna, Bihar - 418709",ACC01207,ENT00850
REC001813,CORPORATE_BANKING,N. Khan,7552103607,,"233, Colony, Patna, Bihar - 418709",ACC01207,ENT00850
REC001814,CORPORATE_BANKING,Neha Khan,7552103607,SUQSZ6881E,,ACC01208,ENT00850
REC001815,CORPORATE_BANKING,Arjun Bansal & Sons,6168570305,VVOFS1842G,"207, Nagar, Patna, Bihar - 102085",ACC01209,ENT00851
REC001816,CORPORATE_BANKING,R. Naidu,6520941480,,"159, Avenue, Chandigarh, Punjab - 361472",ACC01210,ENT00852
REC001817,RETAIL_CBS,Rahul Nadu,6520941480,KESTJ4740O,"159, Avenue, Chandigarh, Punjab - 361472",ACC01211,ENT00852
REC001818,CORPORATE_BANKING,RAHUL NAIDU,6520941480,,,ACC01211,ENT00852
REC001819,CORPORATE_BANKING,Vijay Mukhereje,7641398128,MNXXT8003L,"201, Colony, Coimbatore, Tamil Nadu - 484421",ACC01212,ENT00853
REC001820,CORPORATE_BANKING,Gopal Bhatt & Sons,6973112717,,,ACC01213,ENT00854
REC001821,RETAIL_CBS,Pooja Sadhu,6589271833,FFPGW8549Q,"509, Nagar, Madurai, Tamil Nadu - 115606",ACC01214,ENT00855
REC001822,CORPORATE_BANKING,Pooja Sandhu & Sons,6589271833,,,ACC01214,ENT00855
REC001823,RETAIL_CBS,Sidhu George,8895937757,LSWOX1334K,"963, Colony, Madurai, Tamil Nadu - 106287",ACC01215,ENT00856
REC001824,CORPORATE_BANKING,George Sdhu,,LSWOX1334K,,ACC01215,ENT00856
REC001825,CORPORATE_BANKING,SABIHA GILL,7314899097,FCRFT2602N,"463, Colony, Jaipur, Rajasthan - 524745",ACC01216,ENT00857
REC001826,RETAIL_CBS,SABIHA GILL,,FCRFT2602N,"463, Colony, Jaipur, Rajasthan - 524745",ACC01217,ENT00857
REC001827,RETAIL_CBS,Susan Sxaena,8587351996,HGZLN4592M,,ACC01218,ENT00858
REC001828,CORPORATE_BANKING,Saxena Susan,,,"13, Avenue, Mysuru, Karnataka - 271885",ACC01218,ENT00858
REC001829,RETAIL_CBS,SUSAN SAXENA,,HGZLN4592M,"13, Avenue, Mysuru, Karnataka - 271885",ACC01219,ENT00858
REC001830,CORPORATE_BANKING,Susan Saxena,,,"13, Avenue, Mysuru, Karnataka - 271885",ACC01219,ENT00858
REC001831,RETAIL_CBS,POOJA BRAR,9639967328,QJIMT7781U,"44, Nagar, Surat, Gujarat - 258207",ACC01220,ENT00859
REC001832,CORPORATE_BANKING,Pooja Brar & Sons,9639967328,QJIMT7781U,"44, Nagar, Surat, Gujarat - 258207",ACC01220,ENT00859
REC001833,CORPORATE_BANKING,POOJA BRAR,,QJIMT7781U,"44, Nagar, Surat, Gujarat - 258207",ACC01221,ENT00859
REC001834,RETAIL_CBS,Karthik Iyer & Sons,9248821345,,"641, Extension, Pune, Maharashtra - 337291",ACC01222,ENT00860
REC001835,CORPORATE_BANKING,Iyer Karthik,9248821345,,"641, Extension, Pune, Maharashtra - 337291",ACC01222,ENT00860
REC001836,RETAIL_CBS,IMRAN RAO,,ARWPW8502O,"900, Avenue, Bengaluru, Karnataka - 592829",ACC01223,ENT00861
REC001837,CORPORATE_BANKING,Imran Rao & Sons,8525563035,,"900, Avenue, Bengaluru, Karnataka - 592829",ACC01223,ENT00861
REC001838,RETAIL_CBS,AJAY THOMAS,8379776645,,"506, Nagar, Mumbai, Maharashtra - 267927",ACC01224,ENT00862
REC001839,CORPORATE_BANKING,Ajay Thomas,8379776645,HXNEN3463O,"506, Nagar, Mumbai, Maharashtra - 267927",ACC01224,ENT00862
REC001840,CORPORATE_BANKING,Rajesh Singh & Sons,9688797920,,,ACC01225,ENT00863
REC001841,RETAIL_CBS,RAJESH SINGH,9688797920,,"515, Nagar, Bhopal, Madhya Pradesh - 633407",ACC01226,ENT00863
REC001842,RETAIL_CBS,USHA NAIR,,HFIHJ2292A,"640, Colony, Patna, Bihar - 421101",ACC01227,ENT00864
REC001843,RETAIL_CBS,Pillai Vijay,6752997430,GCTMK9193L,"654, Layout, Bhopal, Madhya Pradesh - 611038",ACC01228,ENT00865
REC001844,RETAIL_CBS,DEEPAK BRAR,8730062887,,"945, Nagar, Chennai, Tamil Nadu - 324441",ACC01229,ENT00866
REC001845,CORPORATE_BANKING,Brar Deepak,,HWLOV8604Q,,ACC01229,ENT00866
REC001846,RETAIL_CBS,Rajesh Bansal,,,"658, Avenue, Thiruvananthapuram, Kerala - 679870",ACC01230,ENT00867
REC001847,CORPORATE_BANKING,Rajesh Bansal & Sons,8242539385,PJGEB6542Q,,ACC01230,ENT00867
REC001848,RETAIL_CBS,MANISHA SENGUPTA,6919781752,,"47, Cross Street, Surat, Gujarat - 266510",ACC01231,ENT00868
REC001849,CORPORATE_BANKING,Manisha Sengupta,,HQSQV8494C,,ACC01231,ENT00868
REC001850,RETAIL_CBS,Ahmed Susan,7373968614,,"681, Nagar, Chennai, Tamil Nadu - 284170",ACC01232,ENT00869
REC001851,CORPORATE_BANKING,Susan Ahmed & Sons,7373968614,KNGNM7026C,"681, Nagar, Chennai, Tamil Nadu - 284170",ACC01232,ENT00869
REC001852,RETAIL_CBS,N. Sidhu,9836581232,,"746, Cross Street, Coimbatore, Tamil Nadu - 111233",ACC01233,ENT00870
REC001853,CORPORATE_BANKING,Sidhu Naveen,9836581232,YMOHC1609Q,"746, Cross Street, Coimbatore, Tamil Nadu - 111233",ACC01233,ENT00870
REC001854,RETAIL_CBS,Rekha Saexna,7216593094,,"654, Cross Street, Kolkata, West Bengal - 366445",ACC01234,ENT00871
REC001855,CORPORATE_BANKING,Rekha Saxna,7216593094,OOETQ4481J,"654, Cross Street, Kolkata, West Bengal - 366445",ACC01234,ENT00871
REC001856,CORPORATE_BANKING,GEETA BANERJEE,7612428095,,"402, Main Road, Kochi, Kerala - 513170",ACC01235,ENT00872
REC001857,RETAIL_CBS,K. Qureshi,9647514999,QRQIR4139X,"204, Nagar, Jaipur, Rajasthan - 653158",ACC01236,ENT00873
REC001858,RETAIL_CBS,Simran Ansari & Sons,8050913418,XEKMZ3355G,"329, Colony, Bengaluru, Karnataka - 517013",ACC01237,ENT00874
REC001859,CORPORATE_BANKING,Simran Ansair,,XEKMZ3355G,"329, Colony, Bengaluru, Karnataka - 517013",ACC01237,ENT00874
REC001860,RETAIL_CBS,SIMRAN ANSARI,8050913418,XEKMZ3355G,"329, Colony, Bengaluru, Karnataka - 517013",ACC01238,ENT00874
REC001861,RETAIL_CBS,Muthu Dhillon,6663317381,,"52, Avenue, Mumbai, Maharashtra - 209311",ACC01239,ENT00875
REC001862,CORPORATE_BANKING,Muthu Dihllon,6663317381,SWWFG3350P,"52, Avenue, Mumbai, Maharashtra - 209311",ACC01239,ENT00875
REC001863,CORPORATE_BANKING,Rajwinder Vrma,8479967111,CGQKS7718H,"163, Main Road, Kochi, Kerala - 615269",ACC01240,ENT00876
REC001864,RETAIL_CBS,Bhavana Thmas,8528052522,FTYUQ1675P,"476, Cross Street, Thiruvananthapuram, Kerala - 109302",ACC01241,ENT00877
REC001865,CORPORATE_BANKING,Bhavana Thomas,,FTYUQ1675P,"476, Cross Street, Thiruvananthapuram, Kerala - 109302",ACC01241,ENT00877
REC001866,CORPORATE_BANKING,Prakash Gosh,,VLSZC9439L,"287, Layout, Coimbatore, Tamil Nadu - 434015",ACC01242,ENT00878
REC001867,RETAIL_CBS,Prakash Ghoh,6067025450,,"287, Layout, Coimbatore, Tamil Nadu - 434015",ACC01243,ENT00878
REC001868,CORPORATE_BANKING,Prakash Ghohs,6067025450,VLSZC9439L,,ACC01243,ENT00878
REC001869,RETAIL_CBS,Shreya Dhillon,,LHKPD6044P,"758, Layout, Pune, Maharashtra - 360859",ACC01244,ENT00879
REC001870,RETAIL_CBS,Ghosh Vikram,7904085642,YXFDY9016Z,"227, Nagar, Pune, Maharashtra - 114091",ACC01245,ENT00880
REC001871,CORPORATE_BANKING,Vikram Ghoh,7904085642,YXFDY9016Z,"227, Nagar, Pune, Maharashtra - 114091",ACC01245,ENT00880
REC001872,CORPORATE_BANKING,Kapoor George,8955858200,NLQLS0408Q,"658, Nagar, Mumbai, Maharashtra - 219034",ACC01246,ENT00881
REC001873,RETAIL_CBS,George Kapoor & Sons,8955858200,,"658, Nagar, Mumbai, Maharashtra - 219034",ACC01247,ENT00881
REC001874,CORPORATE_BANKING,George Kaoor,8955858200,NLQLS0408Q,"658, Nagar, Mumbai, Maharashtra - 219034",ACC01247,ENT00881
REC001875,RETAIL_CBS,George Kapoor & Sons,8955858200,NLQLS0408Q,,ACC01248,ENT00881
REC001876,CORPORATE_BANKING,George Kapoor,8955858200,NLQLS0408Q,"658, Nagar, Mumbai, Maharashtra - 219034",ACC01248,ENT00881
REC001877,RETAIL_CBS,Anna Agarwal & Sons,,DPLYE9283W,,ACC01249,ENT00882
REC001878,RETAIL_CBS,Agarwal Anna,,DPLYE9283W,"358, Cross Street, Mysuru, Karnataka - 489233",ACC01250,ENT00882
REC001879,CORPORATE_BANKING,Anna Agarwal,6507637192,,"358, Cross Street, Mysuru, Karnataka - 489233",ACC01250,ENT00882
REC001880,RETAIL_CBS,Anna Agarwal,,DPLYE9283W,"358, Cross Street, Mysuru, Karnataka - 489233",ACC01251,ENT00882
REC001881,CORPORATE_BANKING,Ayesha Mehta,6516253059,PUZVD6281O,,ACC01252,ENT00883
REC001882,CORPORATE_BANKING,AYESHA MEHTA,,PUZVD6281O,"883, Nagar, Nagpur, Maharashtra - 417395",ACC01253,ENT00883
REC001883,RETAIL_CBS,Ayesha Mehta & Sons,6516253059,PUZVD6281O,,ACC01254,ENT00883
REC001884,RETAIL_CBS,FATIMA PATEL,7484039643,,"3, Layout, Surat, Gujarat - 252766",ACC01255,ENT00884
REC001885,RETAIL_CBS,Prakash Mneon,6073360048,VJIYO7223S,,ACC01256,ENT00885
REC001886,RETAIL_CBS,Fatima Ahmed & Sons,,CMJUR1571P,"541, Colony, Ahmedabad, Gujarat - 515474",ACC01257,ENT00886
REC001887,CORPORATE_BANKING,FATIMA AHMED,6140348603,,"541, Colony, Ahmedabad, Gujarat - 515474",ACC01257,ENT00886
REC001888,RETAIL_CBS,Aarti Agarwal,7436793998,,,ACC01258,ENT00887
REC001889,CORPORATE_BANKING,Agarwal Aarti,7436793998,IYYLX1304G,"690, Cross Street, Pune, Maharashtra - 208279",ACC01258,ENT00887
REC001890,RETAIL_CBS,Ritu Shah,7249203337,,"630, Colony, Chennai, Tamil Nadu - 601334",ACC01259,ENT00888
REC001891,CORPORATE_BANKING,Shah Ritu,7249203337,EJZWW0898N,"630, Colony, Chennai, Tamil Nadu - 601334",ACC01259,ENT00888
REC001892,CORPORATE_BANKING,Shah Ritu,7249203337,EJZWW0898N,"630, Colony, Chennai, Tamil Nadu - 601334",ACC01260,ENT00888
REC001893,RETAIL_CBS,K. Banerjee,9710337715,ETJBL5994P,"239, Avenue, Patna, Bihar - 465466",ACC01261,ENT00889
REC001894,CORPORATE_BANKING,Kritika Banerjee & Sons,9710337715,,,ACC01261,ENT00889
REC001895,RETAIL_CBS,V. Jain,,BISPB7176U,"972, Layout, Bengaluru, Karnataka - 161297",ACC01262,ENT00890
REC001896,CORPORATE_BANKING,Jain Vinod,7099274536,,"972, Layout, Bengaluru, Karnataka - 161297",ACC01262,ENT00890
REC001897,RETAIL_CBS,Vinod Jain & Sons,7099274536,BISPB7176U,"972, Layout, Bengaluru, Karnataka - 161297",ACC01263,ENT00890
REC001898,CORPORATE_BANKING,V. Jain,7099274536,,"972, Layout, Bengaluru, Karnataka - 161297",ACC01263,ENT00890
REC001899,RETAIL_CBS,MARY TRIVEDI,9834628435,UIVNY1985W,"274, Layout, Mumbai, Maharashtra - 309923",ACC01264,ENT00891
REC001900,CORPORATE_BANKING,Trivedi Mary,9834628435,,,ACC01264,ENT00891
REC001901,RETAIL_CBS,Mary Trivedi,9834628435,,"274, Layout, Mumbai, Maharashtra - 309923",ACC01265,ENT00891
REC001902,CORPORATE_BANKING,Mary Trivdi,,UIVNY1985W,"274, Layout, Mumbai, Maharashtra - 309923",ACC01265,ENT00891
REC001903,RETAIL_CBS,Vandana Sengupa,,QJFMN3663O,,ACC01266,ENT00892
REC001904,CORPORATE_BANKING,Sengupta Vandana,6115850036,QJFMN3663O,"778, Main Road, Chandigarh, Punjab - 698834",ACC01266,ENT00892
REC001905,RETAIL_CBS,Vandana Sengupta,,QJFMN3663O,"778, Main Road, Chandigarh, Punjab - 698834",ACC01267,ENT00892
REC001906,CORPORATE_BANKING,Sengupta Vandana,6115850036,,"778, Main Road, Chandigarh, Punjab - 698834",ACC01267,ENT00892
REC001907,CORPORATE_BANKING,Geeta Redy,9831410951,,"882, Cross Street, Ahmedabad, Gujarat - 257751",ACC01268,ENT00893
REC001908,CORPORATE_BANKING,V. Varghese,8763980953,HYONZ6066O,"691, Extension, Lucknow, Uttar Pradesh - 630153",ACC01269,ENT00894
REC001909,RETAIL_CBS,Anjali Gill,,EGYKM5085I,"646, Cross Street, Bhopal, Madhya Pradesh - 441746",ACC01270,ENT00895
REC001910,CORPORATE_BANKING,Dubey Nitin,8803728979,VYAOQ6182M,"77, Nagar, Mumbai, Maharashtra - 283214",ACC01271,ENT00896
REC001911,CORPORATE_BANKING,Sabiha Mlhotra,7499726670,BCDWA5578N,"476, Colony, Chennai, Tamil Nadu - 515274",ACC01272,ENT00897
REC001912,RETAIL_CBS,Geeta Menon,,ZIIPU6531J,"258, Main Road, Surat, Gujarat - 599267",ACC01273,ENT00898
REC001913,RETAIL_CBS,Bhavana Maik,7336726997,SFLWV3730X,"238, Nagar, Surat, Gujarat - 495445",ACC01274,ENT00899
REC001914,CORPORATE_BANKING,Bhavana Malik & Sons,7336726997,,,ACC01274,ENT00899
REC001915,RETAIL_CBS,BHAVANA MALIK,7336726997,SFLWV3730X,"238, Nagar, Surat, Gujarat - 495445",ACC01275,ENT00899
REC001916,CORPORATE_BANKING,B. Malik,,SFLWV3730X,"238, Nagar, Surat, Gujarat - 495445",ACC01275,ENT00899
REC001917,RETAIL_CBS,Manisha Gupta & Sons,,RBYSJ1385U,"302, Main Road, Chandigarh, Punjab - 105675",ACC01276,ENT00900
REC001918,CORPORATE_BANKING,Manisha Gutpa,,RBYSJ1385U,,ACC01276,ENT00900
REC001919,CORPORATE_BANKING,Ayesha Meonn,7297502057,BYVAW5014S,"577, Extension, Patna, Bihar - 214242",ACC01277,ENT00901
REC001920,RETAIL_CBS,AYESHA MENON,,BYVAW5014S,"577, Extension, Patna, Bihar - 214242",ACC01278,ENT00901
REC001921,RETAIL_CBS,Prakash Chauan,6363122246,LPDGM0902R,"874, Colony, Jaipur, Rajasthan - 179868",ACC01279,ENT00902
REC001922,CORPORATE_BANKING,PRAKASH CHAUHAN,6363122246,LPDGM0902R,"874, Colony, Jaipur, Rajasthan - 179868",ACC01279,ENT00902
REC001923,CORPORATE_BANKING,Prakash Chauhan & Sons,,LPDGM0902R,,ACC01280,ENT00902
REC001924,RETAIL_CBS,SRINIVAS GHOSH,,OXTIY7505I,"663, Cross Street, Bengaluru, Karnataka - 547358",ACC01281,ENT00903
REC001925,CORPORATE_BANKING,Srinivas Ghsh,,OXTIY7505I,"663, Cross Street, Bengaluru, Karnataka - 547358",ACC01281,ENT00903
REC001926,CORPORATE_BANKING,Sarita Catterjee,7218040531,ZGBUT4895Q,"315, Layout, Surat, Gujarat - 560665",ACC01282,ENT00904
REC001927,RETAIL_CBS,Srinivas Gupta,,XFFGT2791I,,ACC01283,ENT00905
REC001928,CORPORATE_BANKING,Zubair Shah,9408557052,,"914, Layout, Hyderabad, Telangana - 372173",ACC01284,ENT00906
REC001929,RETAIL_CBS,Shobha Brar,,PJRTN0893D,,ACC01285,ENT00907
REC001930,CORPORATE_BANKING,Shobha Brar & Sons,7194423953,PJRTN0893D,"66, Colony, Bengaluru, Karnataka - 348567",ACC01285,ENT00907
REC001931,RETAIL_CBS,S. Brar,7194423953,,,ACC01286,ENT00907
REC001932,CORPORATE_BANKING,Brar Shobha,,,"66, Colony, Bengaluru, Karnataka - 348567",ACC01286,ENT00907
REC001933,CORPORATE_BANKING,SHOBHA BRAR,,PJRTN0893D,"66, Colony, Bengaluru, Karnataka - 348567",ACC01287,ENT00907
REC001934,CORPORATE_BANKING,R. Dubey,9203066163,AJOQY2219I,,ACC01288,ENT00908
REC001935,RETAIL_CBS,ANJALI SENGUPTA,,KQJGH3468I,"57, Extension, Chennai, Tamil Nadu - 317473",ACC01289,ENT00909
